order_id,product,region,quantity,price,order_date
4931,Case,west,1000.0,1500,2024/08/28
1081,Laptop,West,1.0,2000,22/12/2022
1389,Case,West,5.0,1000,15/05/2024
4189,,NORTH,4.0,10000,11-Jan-2024
4700,Phone,west,1000.0,2000,2022-01-06
1921,Case,south,2.0,500,2021-01-13
4812,Headphone,SOUTH,1000.0,1000,11-12-2020
1210,Laptop,NORTH,2.0,one thousand,04-30-2021
3719,Laptop,east,4.0,10000,2021-04-09
4361,Tablet,NORTH,4.0,500,30-May-2020
3652,Charger,west,4.0,1000,02/03/2023
3705,,West,1.0,10000,2022-12-11
4834,Laptop,North,5.0,1000,2024-06-28
4319,Tablet,North,5.0,2000,10-May-2022
3923,Case,West,5.0,10000,2022/09/19
4540,Phone,EAST,4.0,1000,2022-07-07
3545,Phone,east,1.0,10000,2022/09/20
4752,Tablet,south,1.0,1500,03/03/2020
3156,Tablet,west,5.0,1500,12-23-2021
3879,Laptop,west,2.0,1000,08-02-2024
2612,Headphone,east,3.0,2000,2023/11/05
4313,,SOUTH,2.0,1500,2020/09/15
4817,,south,5.0,10000,04-06-2022
2789,Tablet,West,4.0,one thousand,2022/04/21
4484,Phone,West,2.0,,2023/12/28
1090,Tablet,west,1000.0,1000,05-Feb-2022
1963,Case,east,4.0,,2022-08-28
3375,Phone,West,1000.0,1500,08-20-2022
2202,Headphone,North,2.0,one thousand,14-Jun-2024
2767,Charger,SOUTH,5.0,,01-08-2024
2656,Headphone,east,4.0,one thousand,2021-08-04
1624,Tablet,south,3.0,500,17/06/2024
2844,Laptop,south,1.0,,2024-04-13
4911,Tablet,North,5.0,500,2020/06/08
1862,Phone,east,3.0,10000,12/03/2020
3564,Headphone,West,3.0,500,24-Aug-2021
1134,Headphone,south,2.0,500,12-Apr-2021
2496,Charger,EAST,5.0,2000,22/09/2022
3670,Headphone,east,3.0,1500,2023-01-22
1896,Laptop,EAST,2.0,,2022-30-09
2565,Tablet,North,5.0,one thousand,2022/06/19
2977,,west,2.0,500,04-26-2020
1785,Headphone,EAST,2.0,,2022-11-02
4947,Headphone,NORTH,2.0,2000,08/06/2020
3396,Charger,EAST,1.0,1000,2024/07/04
2352,Tablet,south,1.0,,2022/07/12
3273,Phone,West,1.0,,2024-25-12
3270,Charger,SOUTH,1.0,one thousand,03-21-2023
4844,,west,1.0,one thousand,2020/08/25
3806,Tablet,EAST,1.0,10000,2024-06-01
2665,Laptop,west,1000.0,1500,28-Dec-2024
3166,Tablet,SOUTH,2.0,,2022-03-20
2963,Headphone,west,3.0,one thousand,15-Feb-2023
3833,Laptop,NORTH,4.0,1500,2020/07/14
1313,Phone,EAST,5.0,10000,2022/12/11
2965,Charger,east,2.0,2000,08-15-2024
3837,Laptop,west,3.0,,09-30-2022
3223,Laptop,North,3.0,2000,10/06/2024
3850,,west,4.0,,2024-08-20
2976,Laptop,NORTH,3.0,2000,25/07/2020
3224,Phone,North,2.0,one thousand,2020-03-15
4127,Laptop,West,1000.0,,2020-11-06
4580,,West,1.0,10000,29-Nov-2020
2058,Headphone,south,2.0,1500,28-Jun-2024
1258,,east,4.0,2000,18/05/2021
2488,,east,1000.0,1500,03/08/2023
4245,Headphone,south,4.0,,2021-13-07
4140,,west,5.0,,06-Jun-2022
4546,Case,west,5.0,10000,14/04/2022
4754,Headphone,west,1.0,10000,07-17-2024
2330,Charger,SOUTH,5.0,,2024-07-12
1035,Charger,North,4.0,1500,16-Dec-2022
4903,Charger,west,4.0,,17-Nov-2024
2474,Phone,SOUTH,3.0,,2022-11-25
2646,Laptop,NORTH,3.0,500,2023/02/19
4228,Case,south,1.0,1500,2024-20-08
3792,Laptop,south,5.0,10000,2023/09/01
4828,Headphone,EAST,1000.0,,18/04/2021
4119,Headphone,North,1000.0,1500,2024/09/17
1407,Tablet,NORTH,3.0,10000,19-Mar-2024
3542,Headphone,west,2.0,one thousand,03-11-2021
1554,Headphone,south,1.0,500,14-Apr-2024
1006,Charger,NORTH,3.0,,2020-09-22
3104,Headphone,North,4.0,10000,16/01/2024
4088,Laptop,west,2.0,1000,2020/08/06
1998,Laptop,West,3.0,1000,2023-16-03
4430,Tablet,North,4.0,one thousand,2020/10/01
1742,Tablet,NORTH,3.0,500,2024-16-05
1143,Headphone,west,1.0,500,2021-22-01
2330,Charger,NORTH,1000.0,1500,2022/04/02
2505,Tablet,NORTH,1000.0,500,2022-26-11
3381,Case,North,2.0,1500,03-10-2024
3435,Case,SOUTH,1000.0,,28/09/2021
3495,,east,1000.0,,02-02-2023
1164,Laptop,east,4.0,1000,2023/07/27
1093,Tablet,North,1000.0,1500,17-Oct-2022
3419,Headphone,SOUTH,5.0,1000,2023/09/10
4444,,south,1000.0,one thousand,16-Mar-2020
3251,Headphone,west,3.0,500,26-Feb-2021
4578,Phone,south,1000.0,one thousand,13-Aug-2022
3768,,North,1000.0,2000,02-04-2023
3571,,west,1000.0,2000,2020/01/29
4216,Headphone,EAST,1.0,10000,2021-28-06
3767,Charger,east,1.0,1500,2021-27-11
3801,Laptop,EAST,2.0,1500,2024-04-18
4967,Charger,SOUTH,2.0,1000,07/03/2020
3048,Headphone,EAST,5.0,one thousand,07-Nov-2020
2794,Phone,West,2.0,one thousand,15-Jun-2023
2473,,SOUTH,3.0,,25-Aug-2023
4384,Headphone,NORTH,1000.0,500,09-Feb-2024
2383,Tablet,SOUTH,3.0,10000,11/11/2023
3955,Case,east,2.0,10000,2024-14-09
3848,,NORTH,1000.0,1000,20-Jul-2020
4033,Case,east,5.0,2000,09-Jul-2024
4934,Charger,south,3.0,10000,2023-28-01
2670,,south,3.0,1500,2022-12-31
4309,Laptop,North,1000.0,1500,08-23-2022
1203,Charger,NORTH,2.0,,2021-06-28
3594,Phone,SOUTH,4.0,1500,22-Dec-2022
1285,Headphone,EAST,2.0,one thousand,15-May-2024
4236,,West,4.0,one thousand,2021-19-12
1152,Tablet,EAST,1.0,500,07-17-2020
2567,Charger,North,3.0,1000,18-Aug-2022
2198,Laptop,North,1000.0,,27-Sep-2020
4207,Phone,SOUTH,3.0,10000,06-19-2022
4488,Tablet,south,3.0,one thousand,10/01/2020
2448,Laptop,south,5.0,1000,10-Aug-2020
1139,,EAST,2.0,10000,2022/07/04
4539,Phone,North,4.0,,27-Dec-2022
4124,Tablet,west,3.0,,2022-14-04
2625,Charger,North,3.0,2000,05-01-2020
4907,,North,1000.0,10000,2021-23-11
3904,Tablet,EAST,1.0,1500,2023-26-09
3491,Charger,EAST,4.0,1000,12-18-2023
4531,Tablet,North,1000.0,one thousand,04-21-2022
1842,Case,EAST,1000.0,500,2024-13-02
3554,Headphone,west,1.0,500,01-16-2021
2742,Charger,North,4.0,500,2023-07-06
4601,Tablet,North,5.0,1500,26-Feb-2021
4019,Charger,EAST,4.0,2000,2024-09-28
4207,Case,EAST,4.0,500,12-07-2023
1015,Laptop,west,3.0,500,2021-11-06
4897,Charger,east,3.0,500,2021-20-09
2043,Charger,east,4.0,10000,07-24-2021
3831,Case,North,4.0,500,15/02/2024
4325,Phone,south,1000.0,2000,2023-19-12
2453,Headphone,south,1000.0,,25-Mar-2024
4031,Laptop,West,1.0,,2020-17-08
2317,,North,2.0,1000,2020/12/02
1347,Charger,east,1.0,2000,12-May-2020
3346,Tablet,west,1000.0,10000,2024/04/26
1165,Phone,West,5.0,2000,25-Sep-2020
3365,Phone,North,1000.0,500,19-May-2023
2430,Case,east,1.0,500,2023-19-10
4584,Tablet,West,3.0,10000,2022-06-29
3223,Charger,SOUTH,3.0,,2024-24-03
4150,Charger,West,2.0,1500,2022-05-08
3652,Laptop,south,5.0,500,24/04/2020
4591,Headphone,south,3.0,10000,2022/04/27
1448,Charger,NORTH,3.0,10000,2022/08/13
1882,Laptop,west,4.0,500,05-Sep-2021
1154,Charger,EAST,5.0,500,2020/01/12
3491,Case,North,4.0,500,23-Jun-2021
4583,Case,south,3.0,2000,03-Mar-2020
1027,Laptop,west,3.0,1500,2021-04-04
2552,Tablet,south,4.0,500,08-15-2020
2774,Laptop,south,1000.0,500,09/07/2024
1578,Tablet,West,3.0,10000,03-07-2023
3938,Case,west,5.0,10000,2023-07-12
3206,Charger,EAST,1000.0,1500,2021-24-01
2452,Tablet,West,1.0,one thousand,12-Sep-2024
3623,Tablet,EAST,2.0,500,2023-08-05
4433,,EAST,2.0,,04-11-2023
2322,Charger,west,4.0,1000,10/11/2023
1755,Tablet,south,4.0,,11/11/2024
2081,,SOUTH,1000.0,1000,25/08/2024
3151,Laptop,EAST,1.0,10000,04-28-2021
1112,,North,2.0,1000,28/06/2021
3122,,west,5.0,2000,2020/05/15
1601,Case,EAST,5.0,one thousand,2024-05-30
1032,Tablet,North,4.0,1500,21-Apr-2020
2242,Phone,west,4.0,10000,26-Nov-2024
3674,Case,south,2.0,,2022-17-01
3796,Case,south,5.0,,24-Nov-2020
1624,,west,1000.0,1500,11-Apr-2021
3625,,east,3.0,,29-Jan-2024
2031,,West,1.0,,04-Jan-2023
4435,Laptop,east,3.0,10000,2022-07-11
1339,Laptop,south,1.0,one thousand,04/12/2022
3384,Phone,SOUTH,1000.0,one thousand,06-22-2024
4725,Laptop,south,4.0,,04/06/2020
1078,Charger,south,2.0,1500,15/12/2020
1979,Charger,North,2.0,1500,19-Oct-2022
2893,Laptop,West,4.0,one thousand,2024-03-01
3970,,east,2.0,500,04-Apr-2024
4714,Case,east,5.0,1500,2023-16-03
2919,Charger,south,5.0,10000,30-Sep-2024
2471,Charger,south,1.0,one thousand,2020-05-04
1382,Tablet,NORTH,3.0,1500,10/06/2022
3112,Laptop,south,3.0,500,12-30-2021
1207,Case,west,4.0,10000,04-25-2020
3621,Tablet,SOUTH,4.0,1500,30-Apr-2020
4423,Laptop,SOUTH,5.0,10000,2024/12/17
3011,Laptop,SOUTH,1.0,10000,2024/04/30
3632,Headphone,east,2.0,,2022-17-12
1589,Tablet,NORTH,3.0,2000,02-03-2022
3443,Headphone,west,1.0,,11-12-2024
2609,Laptop,West,2.0,one thousand,2020/01/06
3868,Phone,NORTH,3.0,500,01-Dec-2023
1957,Phone,NORTH,1.0,1000,03-06-2021
2407,Tablet,SOUTH,1.0,10000,2023-23-10
4149,Headphone,SOUTH,3.0,500,2021-26-01
3952,Case,south,5.0,10000,2024-22-08
1906,Phone,West,2.0,2000,2023/03/31
2494,Case,West,1.0,1000,09-Jun-2020
4061,,SOUTH,2.0,1500,2020-10-15
2519,Case,south,3.0,,2021-07-04
2659,Charger,SOUTH,3.0,1000,2020-02-25
4874,,North,5.0,1000,2023-13-11
4415,,North,1.0,500,05/09/2024
2607,Charger,EAST,4.0,one thousand,2024/08/14
4943,Laptop,NORTH,3.0,1500,09-21-2020
1487,Phone,east,1000.0,,2020/01/04
2696,,NORTH,2.0,1500,16-Jul-2023
1214,Tablet,SOUTH,3.0,,2020-02-16
2275,Charger,south,1000.0,,12/10/2023
4614,Case,west,5.0,1500,2021/09/09
2399,Phone,West,3.0,2000,12/05/2020
1921,Headphone,North,3.0,,2021-14-11
2541,Tablet,North,2.0,one thousand,2021-11-03
2996,Case,east,3.0,1000,2023/07/15
4791,Charger,NORTH,5.0,1500,2023-10-05
2047,Charger,west,4.0,1500,2023-31-12
4005,Laptop,south,2.0,500,2022-04-06
4178,Phone,west,5.0,10000,12-24-2021
4397,,east,1.0,one thousand,2021-25-09
3367,Case,North,3.0,10000,08-19-2021
4933,Case,EAST,2.0,10000,11-Jul-2021
4947,Phone,NORTH,2.0,2000,26-Nov-2024
4054,Case,NORTH,5.0,1000,2022/05/22
4332,,EAST,3.0,10000,03-18-2024
1073,Laptop,North,5.0,one thousand,2023-22-10
2889,,EAST,1.0,,2021-12-12
3969,Phone,SOUTH,1.0,500,2024-18-04
4120,Case,east,1.0,10000,11/07/2024
3726,Headphone,West,5.0,1500,26/01/2022
4106,Charger,EAST,4.0,,2020-18-11
1092,Headphone,east,5.0,2000,2020/05/22
1935,Case,east,5.0,1000,2021-05-09
2933,Phone,West,4.0,1000,14-May-2022
4288,Charger,south,1.0,10000,2023/04/16
3415,Case,west,2.0,1500,2021-01-04
2683,Case,EAST,4.0,1000,01-24-2022
2333,Case,North,1000.0,500,02-Jan-2024
4534,Phone,SOUTH,3.0,1500,2021-30-05
3050,Charger,west,5.0,1000,2020-27-03
1500,Tablet,west,5.0,,08/11/2022
2138,Charger,EAST,1000.0,500,2021/01/09
2421,Laptop,EAST,2.0,1000,2021/01/10
2028,Headphone,EAST,3.0,,05/04/2021
4715,Charger,south,5.0,1500,18-Feb-2020
3380,Laptop,North,4.0,10000,12/04/2021
2240,Tablet,east,1000.0,2000,2022-10-08
4169,Tablet,EAST,5.0,one thousand,26/09/2022
4430,Charger,south,1000.0,one thousand,09-09-2022
1111,Phone,east,1000.0,2000,08-20-2024
2032,,North,1000.0,1500,2023-10-23
2625,Phone,NORTH,1.0,1500,2023-01-03
4686,Case,EAST,3.0,500,24-May-2023
1122,Laptop,North,3.0,,12-19-2023
1088,Case,EAST,1000.0,1000,2024/02/13
2625,Phone,West,5.0,1500,23-Oct-2020
2929,Charger,EAST,2.0,500,02/10/2023
2056,Charger,east,5.0,,2022/02/05
1592,Case,SOUTH,3.0,2000,03-16-2023
2922,Headphone,south,5.0,,05-28-2020
3132,,east,3.0,10000,07-26-2021
4544,Phone,west,5.0,2000,2021/10/15
1980,Charger,east,4.0,1500,10-28-2024
1083,Phone,North,1000.0,1500,2022-13-06
1642,Headphone,North,1.0,one thousand,2021-11-26
4696,Laptop,west,4.0,1000,2023-29-11
1454,Headphone,North,1.0,10000,18-Apr-2022
4596,Case,North,4.0,1000,30/01/2021
1777,Charger,west,1000.0,one thousand,15-Jul-2021
4205,Tablet,NORTH,5.0,,27/10/2022
2786,Headphone,West,1.0,one thousand,2020-05-23
3206,Charger,NORTH,3.0,1000,03-06-2024
2561,Charger,east,1000.0,,2024/12/22
2962,,West,1000.0,1500,20/02/2023
3797,,SOUTH,4.0,1500,2022-07-12
2873,Headphone,West,3.0,one thousand,12/11/2020
3279,Case,NORTH,1.0,2000,2021-30-05
3937,Phone,SOUTH,5.0,one thousand,10-Dec-2023
1719,Tablet,North,1.0,10000,08-15-2022
1591,Phone,North,2.0,,2024-06-12
2771,Headphone,east,5.0,,08-26-2023
3521,Case,west,4.0,2000,07-22-2024
1631,Laptop,west,4.0,2000,2023/03/28
3872,Case,West,1.0,one thousand,07-Nov-2024
3527,Headphone,West,2.0,one thousand,07-13-2023
1897,Tablet,West,3.0,1500,02-16-2023
1216,Headphone,West,2.0,500,03-Mar-2022
2078,,EAST,1.0,2000,2023/12/29
3055,Phone,east,3.0,one thousand,10-24-2023
1298,,SOUTH,5.0,1500,2024-06-04
3829,Headphone,North,4.0,1500,2020/08/06
2817,Tablet,east,3.0,1500,03-21-2021
2054,Phone,south,1.0,2000,05-Apr-2024
3438,Phone,SOUTH,2.0,1500,17-Jul-2021
4987,Headphone,North,1.0,,2020-24-08
4390,Charger,south,1000.0,1000,2020/07/04
3420,Charger,West,5.0,one thousand,2023-09-26
2366,Tablet,west,2.0,2000,2020/05/10
2469,Headphone,west,1.0,one thousand,16-Nov-2024
1973,Charger,south,2.0,2000,16-Mar-2021
3296,,NORTH,4.0,2000,2021/04/05
2406,Case,west,4.0,one thousand,2021-24-04
3791,Case,EAST,2.0,1000,02-07-2023
2553,Headphone,south,1.0,,08-Jul-2021
1625,Phone,North,5.0,one thousand,2024-02-07
3826,Laptop,east,4.0,500,30-Sep-2024
3695,Tablet,SOUTH,2.0,500,21/10/2023
3222,Laptop,east,1000.0,10000,12-04-2022
4071,Case,east,5.0,10000,12/11/2020
1322,Headphone,SOUTH,5.0,1000,17/08/2020
4826,Case,EAST,4.0,,2021/01/24
2943,Charger,NORTH,3.0,1500,2023-05-08
3992,Laptop,west,3.0,2000,2023-02-04
4877,Case,NORTH,4.0,,2022/02/04
2628,Charger,south,1.0,500,09-19-2021
3932,Charger,NORTH,4.0,500,2022-02-26
4606,Tablet,west,1.0,1000,21/09/2020
1396,Headphone,EAST,4.0,500,2023/11/26
4199,Tablet,West,3.0,2000,04/01/2022
3349,Tablet,EAST,5.0,500,2024-04-12
2633,,SOUTH,3.0,,2020-22-12
3377,Tablet,east,1000.0,1000,03-Mar-2021
3549,Headphone,NORTH,1.0,one thousand,2024/12/03
1548,Phone,west,4.0,one thousand,08-Oct-2024
4796,Charger,SOUTH,1.0,500,01-Jul-2023
1477,Headphone,EAST,5.0,1000,17/02/2023
2686,Case,south,2.0,2000,05/02/2023
3329,Phone,North,4.0,10000,22/02/2023
4242,Phone,west,4.0,2000,2022/01/21
4062,Phone,west,5.0,2000,2023-04-03
4382,Headphone,west,4.0,10000,2024/01/22
1011,Laptop,south,3.0,500,2024/10/11
1110,,west,3.0,1500,22/11/2020
1976,Laptop,NORTH,3.0,500,01-30-2024
2232,Headphone,EAST,1.0,500,2022-01-13
1459,Case,West,1.0,,2022/03/23
3426,Phone,west,5.0,2000,2020-07-04
3139,Headphone,west,2.0,10000,01-20-2022
4294,,West,1000.0,1000,2024-12-06
2892,Charger,west,1.0,500,2021/05/25
2436,,NORTH,2.0,10000,2022-16-11
3445,Phone,south,5.0,500,01-08-2021
1941,Case,West,2.0,2000,15-Apr-2024
3809,Headphone,West,3.0,1000,2024-07-22
3450,Laptop,North,5.0,2000,2022/03/21
2408,Laptop,NORTH,5.0,one thousand,22-Dec-2024
2888,,SOUTH,5.0,2000,10-22-2022
3179,Headphone,west,1000.0,2000,2021/06/11
1410,Tablet,SOUTH,5.0,2000,29/12/2024
1032,Charger,North,1.0,1000,2024-27-12
1698,Laptop,south,2.0,1500,19-Oct-2024
1985,Headphone,West,5.0,10000,2020-03-09
3566,Tablet,south,2.0,10000,2022-21-05
4752,,south,2.0,,09-27-2020
2375,Phone,EAST,3.0,one thousand,12-07-2020
3941,,south,1.0,one thousand,17/12/2023
3218,Tablet,south,1000.0,500,2024-03-24
3162,Charger,North,2.0,1000,12-17-2022
4024,Headphone,SOUTH,1.0,,2022-09-14
3230,Charger,south,1000.0,500,11-Jul-2021
2955,Case,east,4.0,,06/12/2021
1806,Headphone,south,1.0,1000,2023-11-14
1826,Case,east,1.0,500,01/09/2020
3503,,west,4.0,one thousand,2020/10/26
3906,Laptop,west,3.0,,2020/05/04
2669,Tablet,east,1000.0,1500,2024-07-06
1792,Case,SOUTH,1.0,1500,02-23-2020
2789,Case,south,4.0,500,28-Aug-2023
3975,Tablet,SOUTH,2.0,one thousand,2023-30-10
4586,,south,1.0,1500,07-29-2022
2213,Tablet,North,1000.0,1000,08-31-2022
2592,,west,3.0,1000,13/09/2021
4067,,EAST,5.0,1500,2024-27-03
1132,Case,NORTH,1000.0,10000,2023/08/23
2132,Tablet,NORTH,1.0,one thousand,14/02/2021
3257,Charger,NORTH,2.0,500,01-Dec-2023
1535,Charger,North,2.0,1000,2020-11-19
2019,Tablet,North,2.0,1500,2022/02/28
1408,Phone,North,2.0,500,2023/12/05
4069,Tablet,east,2.0,1000,2020/09/14
3067,Charger,North,5.0,10000,07-18-2023
4433,Laptop,North,3.0,500,2022-11-07
2834,Phone,west,2.0,1000,2020-03-09
3852,Charger,West,2.0,1000,30-Dec-2022
3661,Headphone,east,4.0,2000,2020-04-15
3451,Case,North,1000.0,1000,01-08-2022
1049,,NORTH,2.0,one thousand,03-08-2021
4862,Laptop,west,3.0,500,2023-10-31
2302,Phone,west,5.0,,2020-13-07
3199,Phone,SOUTH,2.0,1000,2022-07-17
2421,Case,West,4.0,10000,05-05-2021
1590,Charger,West,4.0,,21/07/2020
1538,Phone,south,4.0,1000,2020/06/10
2900,Phone,North,5.0,1500,2021/12/09
4841,Case,south,2.0,2000,03-30-2024
1642,Laptop,west,1.0,500,08-20-2021
3766,Charger,EAST,4.0,500,2023/12/20
3881,Charger,NORTH,4.0,10000,2021/07/18
2225,,west,5.0,10000,03-18-2024
3376,Case,west,2.0,500,2024/06/19
4838,Charger,West,1000.0,one thousand,05/09/2022
4142,Charger,SOUTH,3.0,1500,2024-09-04
1366,Laptop,West,3.0,one thousand,19/10/2022
2203,Charger,south,3.0,one thousand,2023-01-12
4425,Charger,east,4.0,one thousand,2021-02-27
2778,Charger,NORTH,2.0,,25/07/2022
2476,Tablet,West,4.0,,2024-12-23
4980,Tablet,West,5.0,one thousand,29-Sep-2024
3865,Laptop,EAST,5.0,1000,2020-01-21
3719,Case,SOUTH,4.0,2000,09-Sep-2022
2142,Phone,West,1.0,,10-05-2021
4993,Case,North,2.0,1000,10-Dec-2022
3884,Case,North,2.0,2000,2022-07-25
3106,Phone,south,1000.0,500,2024-13-01
1885,,south,1.0,10000,2023-02-05
1024,,south,3.0,10000,2024-04-18
4253,Headphone,east,1.0,10000,2021-03-06
3060,Tablet,SOUTH,1.0,,24/10/2022
2920,Laptop,NORTH,2.0,,2023/04/22
3416,Case,West,1.0,,12-04-2022
3214,Tablet,North,5.0,,2021-27-04
4199,Headphone,south,2.0,one thousand,08-22-2022
4340,Charger,south,1000.0,500,2024/10/27
4869,Charger,south,1000.0,2000,19/08/2021
4618,Case,North,5.0,1500,10-22-2020
3467,Charger,south,1.0,10000,2022/12/15
1932,Phone,NORTH,4.0,10000,23/12/2024
1568,Tablet,SOUTH,2.0,,2022/07/16
2195,Tablet,NORTH,1.0,10000,2020-06-01
2361,Case,SOUTH,2.0,2000,2021-02-10
3038,Case,west,1.0,1000,2021-02-06
4067,Case,EAST,4.0,,2024-07-07
3680,Case,EAST,4.0,10000,2021-10-04
2672,Tablet,EAST,4.0,1000,2021/08/04
1653,Tablet,west,2.0,one thousand,03-May-2021
4379,Phone,west,1000.0,,07-15-2021
1102,,SOUTH,1000.0,one thousand,15/09/2023
4707,Tablet,SOUTH,1000.0,,2024-19-06
1506,Phone,West,4.0,1000,2023/03/15
3223,,NORTH,4.0,,16/10/2022
2268,Laptop,West,1.0,,08-08-2021
2317,Case,NORTH,1000.0,1500,2023-04-14
4935,Laptop,SOUTH,1000.0,1000,2021/12/28
1540,Headphone,SOUTH,1.0,10000,2023/06/14
4574,Laptop,south,2.0,one thousand,2024/06/30
2549,Case,NORTH,1000.0,1000,16-Oct-2020
1951,Tablet,West,5.0,2000,25-Oct-2024
2454,Case,west,2.0,2000,2020-08-26
1495,Phone,south,3.0,,11/12/2022
4125,Tablet,SOUTH,3.0,1000,2020-27-08
1141,Tablet,North,3.0,500,2024-02-13
2931,Tablet,North,4.0,,2023/06/19
3328,Tablet,NORTH,1.0,1500,2023/01/05
3912,Tablet,NORTH,5.0,,2023-02-07
4900,Phone,North,2.0,one thousand,01/06/2021
4916,Headphone,west,5.0,500,2024-02-08
1251,Phone,west,5.0,1000,2023-21-08
1783,Tablet,North,3.0,,28/11/2020
2882,Phone,SOUTH,2.0,1500,2024/07/19
1260,Tablet,NORTH,2.0,500,2020-19-06
1011,Laptop,EAST,1.0,1000,18/10/2023
4100,Charger,SOUTH,3.0,10000,2021-04-05
4994,Charger,east,5.0,10000,04/07/2021
4185,Phone,east,3.0,one thousand,2020-11-12
3454,Tablet,SOUTH,1000.0,one thousand,10-06-2022
2045,Charger,east,4.0,one thousand,28-Dec-2021
3498,Laptop,EAST,2.0,,2024/09/08
3241,Laptop,North,4.0,1500,2021/04/09
2046,Phone,EAST,4.0,500,2022-09-26
3014,Tablet,NORTH,4.0,1000,11-21-2021
3501,Charger,West,2.0,,11/03/2024
4070,Laptop,NORTH,5.0,one thousand,25-Dec-2020
2104,Phone,east,1.0,1500,26/10/2022
1712,Tablet,east,2.0,1000,08-18-2021
3719,Tablet,SOUTH,2.0,one thousand,27-Jun-2023
3197,Tablet,west,5.0,1000,20/11/2022
4831,Laptop,NORTH,1000.0,one thousand,2023-07-06
4494,Headphone,SOUTH,4.0,2000,06-13-2021
2780,Case,west,4.0,one thousand,21-Jun-2024
1209,Charger,east,3.0,500,01/11/2024
4973,Charger,EAST,4.0,one thousand,2022-03-21
3382,Headphone,SOUTH,5.0,10000,31-Jul-2020
4360,Charger,EAST,3.0,2000,12/09/2020
1435,Laptop,EAST,3.0,2000,2021-03-19
2753,Charger,east,2.0,one thousand,16/07/2021
1192,Case,east,2.0,2000,2023/02/27
